id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,weight_kg,weight_class
2529-P,97,230.66209920030087,JXDHS,Nottingham,Florida,USA,Local Pumpkin Festival,1932 N,1155 T,-5,1,-2,Marina di Chioggia,104.62648290046288,light
2058-P,49,227.58475559148937,BTNTT,Chicago,Texas,Canada,Regional Pumpkin Festival,1181 J,1163 M,-5,-2,5,Marina di Chioggia,103.23062445825485,light
2620-P,11,230.181976265274,JBAWI,New York,Texas,Canada,Regional Pumpkin Festival,1269 F,1130 L,200,186,13,Baby Bear,104.40870297811816,light
2751-P,80,214.25704694259912,IMLYI,Houston,Florida,Canada,Regional Pumpkin Festival,1129 N,1231 D,-2,0,-1,Big Moose,97.18528243678742,light
2082-P,46,222.7588526969776,QFCFY,Paris,Texas,USA,Local Pumpkin Festival,1754 X,1045 G,216,219,2,Baby Bear,101.04163351252747,light
2330-P,73,217.5463837077841,HZRAF,Houston,New York,USA,Regional Pumpkin Festival,1483 Y,1351 R,215,216,-4,Rouge Vif d'Etampes,98.6772992787812,light
2148-P,48,221.85694770608097,YGQEE,New York,New York,USA,National Pumpkin Festival,1647 T,1895 V,5,-2,-3,Marina di Chioggia,100.63253662389668,light
2695-P,76,214.9676438486204,OYFUO,New York,Florida,USA,Regional Pumpkin Festival,1793 R,1261 E,3,-1,2,Marina di Chioggia,97.50760350858343,light
2521-P,72,219.652049520798,HHJWH,Los Angeles,Texas,Canada,Regional Pumpkin Festival,1610 C,1587 S,-5,-4,4,Rouge Vif d'Etampes,99.6324124462378,light
2763-P,84,213.2483301339671,OYIWY,Chicago,California,USA,Local Pumpkin Festival,1078 W,1193 C,206,207,0,Marina di Chioggia,96.72773656212641,light
2363-P,20,218.44558756854383,BGZVY,New York,New York,USA,National Pumpkin Festival,1960 Q,1355 V,203,197,8,Rouge Vif d'Etampes,99.08517095639093,light
2560-P,14,202.23616813961416,SRUCY,Nottingham,Texas,USA,Regional Pumpkin Festival,1223 O,1857 P,211,204,4,Baby Bear,91.73270797878386,light
2227-P,40,211.7519110804424,VAYOC,Houston,New York,Canada,Local Pumpkin Festival,1599 X,1626 W,-3,-4,5,Big Moose,96.04897285080003,light
2368-P,99,213.4974155724049,EGIWZ,Nottingham,New York,USA,Regional Pumpkin Festival,1654 J,1311 B,4,5,-3,Baby Bear,96.84071972431828,light
2126-P,17,197.1146056354046,ROFPK,New York,California,USA,Local Pumpkin Festival,1076 U,1102 H,253,362,-41,Big Moose,89.40960819937443,light
2344-P,92,197.8647538665682,WWPXH,Chicago,Texas,USA,Local Pumpkin Festival,1743 T,1118 U,201,192,5,Marina di Chioggia,89.7498694358444,light
2952-P,59,204.74794896319509,YPIVY,Los Angeles,New York,USA,Regional Pumpkin Festival,1573 F,1924 T,1,1,-4,Rouge Vif d'Etampes,92.87203166611359,light
2337-P,34,205.2723758181557,KOUIN,Paris,California,Canada,National Pumpkin Festival,1410 F,1005 K,205,207,3,Baby Bear,93.10990749210887,light
2075-P,71,184.52127559762448,EHGFE,New York,Florida,USA,Local Pumpkin Festival,1520 J,1008 H,193,175,6,Rouge Vif d'Etampes,83.69737444087768,light
2067-P,34,177.33516789693385,GPBAM,Houston,California,USA,National Pumpkin Festival,1840 G,1825 C,-4,-2,-4,Marina di Chioggia,80.43781347670603,light
2689-P,24,168.72685262095183,SFNYE,Los Angeles,California,Canada,Regional Pumpkin Festival,1764 T,1755 Y,195,171,-4,Rouge Vif d'Etampes,76.53315053404278,light
2243-P,10,180.22280417568984,BSNCH,Paris,Florida,USA,National Pumpkin Festival,1438 N,1704 Q,212,218,-25,Marina di Chioggia,81.7476221916595,light
2419-P,44,176.30946641601622,VKPUN,Paris,New York,Canada,Regional Pumpkin Festival,1619 Z,1488 A,-2,1,-5,Marina di Chioggia,79.97256349057363,light
2196-P,30,167.4988036584109,NKDQX,Paris,Florida,Canada,Regional Pumpkin Festival,1128 T,1008 S,191,176,-6,Baby Bear,75.97611734902591,light
2907-P,97,172.11598967853934,PEYHM,Los Angeles,Texas,Canada,Local Pumpkin Festival,1553 R,1671 L,194,175,-2,Marina di Chioggia,78.07043599026801,light
2096-P,11,175.85398647654802,OGCUA,Los Angeles,California,USA,Local Pumpkin Festival,1974 R,1964 F,182,149,5,Rouge Vif d'Etampes,79.76596143387037,light
2088-P,65,164.12712093722075,JHEXB,Houston,Texas,Canada,National Pumpkin Festival,1912 K,1510 D,202,187,-13,Big Moose,74.44674904015584,light
2809-P,90,162.71672976016998,PKLDF,Paris,Texas,Canada,National Pumpkin Festival,1724 C,1304 Y,183,152,5,Baby Bear,73.80700688537502,light
2188-P,90,165.12864689249545,RXCFT,Chicago,Texas,USA,Local Pumpkin Festival,1175 N,1571 Z,186,147,8,Rouge Vif d'Etampes,74.9010332012608,light
2565-P,57,154.64198401607572,IOWOQ,Chicago,Florida,Canada,National Pumpkin Festival,1412 Q,1610 Y,205,193,-13,Baby Bear,70.14436681381981,light
2304-P,59,153.09819492064418,ZNHDB,Los Angeles,New York,USA,National Pumpkin Festival,1633 J,1036 B,2,-2,2,Baby Bear,69.44411643044484,light
2706-P,1,163.79140173457563,EOQAR,Nottingham,New York,USA,Local Pumpkin Festival,1425 G,1893 Z,1,-4,0,Baby Bear,74.29446949558962,light
2087-P,63,158.39841659367085,NQKOF,Nottingham,Florida,Canada,Local Pumpkin Festival,1992 C,1139 K,197,173,-9,Big Moose,71.84825457955634,light
2229-P,35,167.49016621802002,IJYTY,Chicago,California,Canada,National Pumpkin Festival,1289 L,1488 W,196,183,-11,Baby Bear,75.97219947516413,light
2534-P,22,165.4828656790778,GIDGZ,Los Angeles,California,USA,Local Pumpkin Festival,1909 S,1001 A,194,174,-14,Marina di Chioggia,75.06170400910426,light
2822-P,53,156.00257408153266,BKYZZ,New York,New York,USA,National Pumpkin Festival,1760 R,1377 S,-4,-5,1,Rouge Vif d'Etampes,70.76151958279056,light
2560-P,33,162.1897774947807,AONOC,Chicago,Florida,Canada,Regional Pumpkin Festival,1323 O,1088 V,179,149,5,Big Moose,73.56798555341257,light
2860-P,45,164.15801600087434,NFWNF,Chicago,Texas,Canada,National Pumpkin Festival,1818 I,1143 Z,-4,-2,2,Baby Bear,74.4607627938686,light
2996-P,77,153.94414188805968,ZWMOU,Paris,Florida,Canada,National Pumpkin Festival,1346 Y,1765 O,-2,4,3,Big Moose,69.82783120728877,light
2283-P,1,144.40694877281786,GIKIS,New York,Florida,Canada,Local Pumpkin Festival,1395 L,1237 R,190,150,2,Marina di Chioggia,65.50183670775999,light
2404-P,70,157.19054128881544,RZOQX,Los Angeles,Texas,Canada,Regional Pumpkin Festival,1902 D,1559 A,2,-5,3,Baby Bear,71.30037200427637,light
2423-P,54,156.1320708207786,XUMMN,Los Angeles,New York,Canada,Regional Pumpkin Festival,1224 I,1600 Y,186,158,-7,Baby Bear,70.82025826773861,light
2142-P,64,157.05963379833847,MAKZK,Chicago,New York,Canada,Regional Pumpkin Festival,1138 E,1662 Y,-3,2,1,Marina di Chioggia,71.24099341385595,light
2503-P,90,139.46223629619925,BGHYN,Chicago,Texas,Canada,National Pumpkin Festival,1835 Z,1709 S,187,148,-5,Baby Bear,63.25895468606561,light
2373-P,14,138.98220613915473,QLHSJ,Nottingham,Florida,Canada,Local Pumpkin Festival,1239 U,1102 A,187,151,2,Rouge Vif d'Etampes,63.04121684707147,light
2423-P,52,146.09700146410614,BFYRY,Houston,New York,USA,Local Pumpkin Festival,1756 S,1128 D,188,146,-3,Marina di Chioggia,66.26843108810684,light
2295-P,93,136.5441755969077,KRPYE,Paris,Florida,Canada,Local Pumpkin Festival,1155 J,1719 O,2,-3,5,Big Moose,61.93534569735256,light
2485-P,78,141.44705311581492,WMFZV,Los Angeles,New York,USA,Regional Pumpkin Festival,1919 A,1396 Z,-1,3,-3,Rouge Vif d'Etampes,64.15925171690873,light
2451-P,67,145.19815240614116,QVWTA,Los Angeles,California,Canada,Regional Pumpkin Festival,1585 N,1292 D,180,130,3,Baby Bear,65.86072034620638,light
2253-P,58,139.3794297626242,TFVMY,Los Angeles,New York,Canada,National Pumpkin Festival,1031 H,1094 Q,171,134,4,Baby Bear,63.221394304888236,light
2753-P,30,133.4754521343857,WBAZE,Paris,California,USA,Local Pumpkin Festival,1855 E,1055 E,-2,-5,4,Rouge Vif d'Etampes,60.54339728454028,light
2435-P,82,141.08626086451113,XUKMV,New York,Florida,Canada,Regional Pumpkin Festival,1922 D,1033 F,181,135,3,Rouge Vif d'Etampes,63.995599238055334,light
2926-P,89,121.14963206090032,ENHIN,Los Angeles,California,USA,National Pumpkin Festival,1222 G,1662 E,172,122,0,Rouge Vif d'Etampes,54.9525039057679,light
2853-P,96,112.20476198438556,AMMJU,Houston,New York,USA,National Pumpkin Festival,1182 H,1901 C,185,151,-20,Baby Bear,50.89518239802141,light
2140-P,19,107.5366222731769,SAGJQ,Los Angeles,California,Canada,Regional Pumpkin Festival,1294 R,1570 P,171,127,-9,Rouge Vif d'Etampes,48.77775157013486,light
2985-P,80,105.68445632141083,YQZNW,Paris,Florida,Canada,National Pumpkin Festival,1602 I,1808 J,166,112,-2,Marina di Chioggia,47.93762391174138,light
2046-P,30,102.07600147742778,BJXRU,Nottingham,Texas,USA,Local Pumpkin Festival,1718 T,1698 Q,163,109,-6,Baby Bear,46.30085766214942,light
2003-P,60,99.35668562911452,ZTEIC,Los Angeles,Texas,USA,Regional Pumpkin Festival,1425 W,1619 O,165,106,-8,Marina di Chioggia,45.067397747881316,light
2076-P,26,92.38894538860768,XLBTX,Nottingham,Texas,Canada,Regional Pumpkin Festival,1410 F,1294 C,171,119,-10,Big Moose,41.906886516709335,light
2787-P,10,101.19980872701854,TGEIS,Houston,Florida,Canada,National Pumpkin Festival,1061 N,1208 L,163,111,-9,Rouge Vif d'Etampes,45.90342364010579,light
2741-P,97,100.98616871517152,KPHSD,Houston,Florida,Canada,Regional Pumpkin Festival,1015 T,1340 H,145,88,6,Marina di Chioggia,45.806518239852075,light
2522-P,38,77.5466942436993,YHVCI,Paris,Texas,Canada,National Pumpkin Festival,1192 C,1432 G,-4,-4,1,Baby Bear,35.174560135388056,light
2536-P,79,74.14710227493197,CLXRZ,Paris,California,Canada,Local Pumpkin Festival,1988 O,1326 N,150,93,-11,Baby Bear,33.63253241509094,light
2034-P,28,75.29549692682922,KBOAZ,Houston,Florida,Canada,Regional Pumpkin Festival,1533 X,1119 P,-5,-2,3,Big Moose,34.15343504203432,light
2237-P,71,82.50087226554751,FJIKM,Chicago,Florida,USA,Local Pumpkin Festival,1605 R,1430 E,152,105,-17,Big Moose,37.42173565267423,light
2202-P,55,76.32096371240914,EGTSH,Nottingham,Texas,USA,National Pumpkin Festival,1687 W,1651 F,-1,1,0,Big Moose,34.61857857223909,light
2528-P,19,82.01286515872926,STAGL,Houston,New York,USA,National Pumpkin Festival,1372 Y,1029 C,0,-4,4,Marina di Chioggia,37.20037953307832,light
2095-P,10,69.09058234933764,OUIFP,Chicago,Florida,USA,National Pumpkin Festival,1574 M,1862 S,146,87,-25,Marina di Chioggia,31.338935429000756,light
2127-P,30,65.40737160667777,KWQZA,Paris,Florida,Canada,Regional Pumpkin Festival,1888 M,1032 Z,4,1,0,Rouge Vif d'Etampes,29.66826050181618,light
2660-P,86,61.41685712557286,FLRDJ,Los Angeles,New York,USA,Regional Pumpkin Festival,1556 I,1526 K,-3,-1,3,Marina di Chioggia,27.858195057302844,light
2538-P,73,58.16219142124057,CDWAD,Los Angeles,Florida,Canada,National Pumpkin Festival,1400 G,1461 X,3,4,5,Rouge Vif d'Etampes,26.381904731143354,light
2300-P,1,48.44854019250721,FGLNY,New York,Texas,USA,Regional Pumpkin Festival,1714 V,1176 M,-2,-2,-2,Rouge Vif d'Etampes,21.97587024299973,light
2246-P,100,37.78781748190522,NTPKQ,Paris,New York,USA,Regional Pumpkin Festival,1757 C,1380 N,-1,5,0,Rouge Vif d'Etampes,17.140251707252354,light
2157-P,38,37.579429439269006,DYBXP,Los Angeles,California,USA,Regional Pumpkin Festival,1654 W,1790 I,99,42,-29,Marina di Chioggia,17.045728558216908,light
2672-P,23,24.31296101503074,LLBNR,Los Angeles,Texas,Canada,Local Pumpkin Festival,1555 E,1017 J,3,-1,-2,Baby Bear,11.028164612729823,light
2112-P,88,7.090537979267538,IJPUC,New York,Florida,Canada,National Pumpkin Festival,1192 M,1900 A,92,38,-53,Marina di Chioggia,3.216211303091921,light
2314-P,30,-1.122089909389615,YYPEA,Chicago,California,USA,Regional Pumpkin Festival,1548 C,1796 A,72,28,-68,Big Moose,-0.5089710061798542,
2874-P,34,16.476206470280886,AKFUL,Houston,New York,USA,Local Pumpkin Festival,1956 L,1828 E,-2,2,1,Big Moose,7.473475445267647,light
2246-P,45,5.549578914418817,OLYQD,Nottingham,Florida,Canada,National Pumpkin Festival,1140 G,1652 A,-2,5,-2,Baby Bear,2.51724459894906,light
2567-P,50,3.0550821132957937,PKOMA,Nottingham,Florida,Canada,Regional Pumpkin Festival,1255 S,1953 I,3,-2,5,Rouge Vif d'Etampes,1.3857608059340656,light
2312-P,32,1620.609371194616,NOLEP,Los Angeles,New York,Canada,Regional Pumpkin Festival,1044 H,1938 Y,2,-3,-2,Rouge Vif d'Etampes,735.0954458989082,heavy
2389-P,28,1382.1026697326452,WTBMV,Los Angeles,New York,USA,Local Pumpkin Festival,1153 U,1783 Y,409,1405,1,Marina di Chioggia,626.91071416937,heavy
2870-P,84,1295.0613407334313,BJCEB,Chicago,California,USA,National Pumpkin Festival,1390 Z,1845 M,394,1328,-6,Big Moose,587.4294636659586,heavy
2308-P,8,1227.9775206670165,DLGLP,Nottingham,California,Canada,Regional Pumpkin Festival,1465 P,1937 B,411,1475,-22,Big Moose,557.0007795543934,heavy
2250-P,72,984.4178242832422,WXROG,Los Angeles,Florida,Canada,Local Pumpkin Festival,1569 L,1316 D,346,944,4,Marina di Chioggia,446.5240497522844,medium
2091-P,100,947.020825734362,QRJBA,Los Angeles,Florida,Canada,Local Pumpkin Festival,1570 C,1914 E,341,888,1,Rouge Vif d'Etampes,429.5610703865007,medium
2480-P,67,834.1318678930402,BYPIJ,Nottingham,New York,Canada,Local Pumpkin Festival,1363 C,1133 Q,-1,4,-5,Marina di Chioggia,378.3555422213399,medium
2361-P,75,494.82010484393686,OYIKJ,Houston,Texas,Canada,National Pumpkin Festival,1228 J,1578 I,290,515,-9,Rouge Vif d'Etampes,224.446440996371,light
2485-P,41,2105.604689855501,WIHAL,Chicago,Texas,Canada,National Pumpkin Festival,1199 A,1175 X,463,1902,5,Rouge Vif d'Etampes,955.0854424809364,heavy
2166-P,63,2005.5628096107396,JQZJW,Houston,California,USA,Local Pumpkin Festival,1344 E,1260 D,444,1755,14,Big Moose,909.7072459369546,heavy
2217-P,30,1960.4776826510208,JSGOA,New York,New York,USA,Regional Pumpkin Festival,1472 D,1795 U,444,1770,7,Big Moose,889.2569930290418,heavy
2939-P,30,1909.558584378101,RWNSU,New York,Texas,Canada,Regional Pumpkin Festival,1575 D,1172 O,465,1888,-3,Big Moose,866.1604974052316,heavy
2404-P,22,1891.721700030379,AZPNG,Houston,Florida,Canada,Local Pumpkin Festival,1028 G,1266 G,441,1670,15,Marina di Chioggia,858.0698293601797,heavy
2606-P,72,1861.5105342539027,RQJUF,New York,New York,Canada,National Pumpkin Festival,1876 Q,1081 J,446,1786,6,Baby Bear,844.3662862532963,heavy
2897-P,65,1783.8838886860758,PXFWE,Nottingham,Texas,USA,Local Pumpkin Festival,1227 J,1511 L,441,1674,7,Marina di Chioggia,809.1554608368945,heavy
2691-P,86,1771.9793464913964,XZCMA,New York,California,Canada,National Pumpkin Festival,1837 V,1677 Y,442,1709,7,Baby Bear,803.7556557337255,heavy
2934-P,80,1741.832640133798,TSSGB,New York,California,Canada,Regional Pumpkin Festival,1645 S,1707 R,444,1705,1,Rouge Vif d'Etampes,790.0813509035696,heavy
2829-P,70,1735.1582491248846,NPRVG,Chicago,California,Canada,Local Pumpkin Festival,1123 K,1682 R,422,1569,13,Big Moose,787.0539005370547,heavy
2633-P,86,1707.282654191367,ABFRW,Houston,New York,USA,Local Pumpkin Festival,1718 H,1564 I,412,1455,15,Rouge Vif d'Etampes,774.4097536799705,heavy
2189-P,78,1702.3847688855603,REHVT,New York,Texas,USA,National Pumpkin Festival,1305 T,1543 R,445,1724,-2,Rouge Vif d'Etampes,772.188112088339,heavy
2388-P,23,1671.7200698051602,DIOQG,New York,California,Canada,Local Pumpkin Festival,1044 F,1478 P,431,1614,1,Marina di Chioggia,758.2788499030622,heavy
2321-P,65,1652.4125878395512,NOEDZ,Nottingham,Florida,Canada,Local Pumpkin Festival,1129 J,1970 Y,442,1721,-5,Baby Bear,749.5211305433177,heavy
2354-P,43,1650.0974854351953,RKFNC,Los Angeles,Texas,Canada,National Pumpkin Festival,1763 Y,1009 P,425,1584,6,Big Moose,748.4710186135211,heavy
2662-P,16,1640.8328632693738,NNROX,Nottingham,Florida,USA,Regional Pumpkin Festival,1546 N,1336 F,433,1601,6,Baby Bear,744.2686601160818,heavy
2650-P,78,1644.910028432496,CWOZE,New York,California,Canada,Regional Pumpkin Festival,1096 G,1886 Y,422,1568,10,Big Moose,746.1180296167527,heavy
2292-P,87,1634.630730273202,OASFL,Nottingham,California,USA,Local Pumpkin Festival,1722 A,1527 R,440,1733,-5,Marina di Chioggia,741.4554222060823,heavy
2133-P,4,1633.4293124880642,GWRJX,Chicago,Florida,Canada,Regional Pumpkin Festival,1421 U,1741 G,436,1655,2,Baby Bear,740.910468710086,heavy
2055-P,44,1643.6682340521363,YAQOC,Los Angeles,California,Canada,National Pumpkin Festival,1480 N,1718 L,422,1574,9,Big Moose,745.5547616201766,heavy
2547-P,34,1620.954146697186,MPAEQ,Los Angeles,New York,USA,National Pumpkin Festival,1867 R,1612 T,419,1500,10,Rouge Vif d'Etampes,735.2518333086699,heavy
2433-P,44,1633.37759838067,GIGEO,Paris,Texas,Canada,Local Pumpkin Festival,1410 G,1209 P,431,1653,-5,Baby Bear,740.8870116046849,heavy
2592-P,5,1626.5232333624735,VDDSJ,Nottingham,New York,USA,Local Pumpkin Festival,1421 U,1813 C,439,1640,-4,Baby Bear,737.7779264673511,heavy
2916-P,39,1602.7424197206274,FAUDW,Houston,California,Canada,Regional Pumpkin Festival,1252 O,1553 O,410,1465,12,Marina di Chioggia,726.9911396459188,heavy
2512-P,71,1577.1616909205914,DDSRX,Nottingham,Florida,Canada,Regional Pumpkin Festival,1107 K,1945 K,418,1480,3,Rouge Vif d'Etampes,715.3879257080529,heavy
2164-P,91,1569.913807344623,ONJUX,Nottingham,Texas,Canada,Local Pumpkin Festival,1193 M,1412 D,403,1384,13,Big Moose,712.1003437010622,heavy
2899-P,65,1568.0929763419554,LSSUQ,Houston,Florida,Canada,Local Pumpkin Festival,1717 Q,1436 Y,441,1675,-4,Big Moose,711.2744293249002,heavy
2706-P,28,1535.0599769214168,DPUPW,Houston,Texas,USA,Regional Pumpkin Festival,1574 D,1292 P,439,1649,-3,Rouge Vif d'Etampes,696.2909250517392,heavy
2065-P,35,1523.5781421745196,AEXRT,Paris,Texas,Canada,Regional Pumpkin Festival,1897 L,1646 A,426,1547,-5,Marina di Chioggia,691.0828566652247,heavy
2081-P,72,1538.9178582392633,RRGBI,Chicago,Texas,USA,National Pumpkin Festival,1748 Q,1395 L,422,1519,0,Big Moose,698.040829154464,heavy
2092-P,27,1514.3477035921069,GNYEL,Houston,California,Canada,Local Pumpkin Festival,1051 C,1141 V,420,1527,1,Marina di Chioggia,686.8960035677509,heavy
2795-P,58,1523.8764610048383,JNTVB,Nottingham,Florida,Canada,Local Pumpkin Festival,1276 L,1760 G,430,1574,-7,Big Moose,691.2181717001066,heavy
2187-P,66,1526.933035007678,IGXQA,Paris,New York,USA,Local Pumpkin Festival,1555 W,1188 V,395,1291,18,Big Moose,692.6046092152027,heavy
2296-P,19,1500.1616573380306,CXSUE,Los Angeles,Florida,USA,National Pumpkin Festival,1933 J,1571 W,412,1466,6,Baby Bear,680.461326475272,heavy
2407-P,72,1484.16530481074,OHAUP,Houston,California,USA,National Pumpkin Festival,1804 G,1261 R,400,1373,9,Baby Bear,673.2055089397132,heavy
2959-P,73,1486.340435997583,FEHIO,Los Angeles,Florida,USA,National Pumpkin Festival,1576 F,1512 A,432,1600,-6,Baby Bear,674.1921310450157,heavy
2178-P,91,1473.491233155131,UHJCF,Nottingham,New York,Canada,Local Pumpkin Festival,1053 A,1662 J,380,1229,16,Marina di Chioggia,668.3638354293022,heavy
2234-P,77,1481.849662247114,GOFEB,Nottingham,California,Canada,National Pumpkin Festival,1767 X,1210 T,417,1482,0,Big Moose,672.155151997993,heavy
2648-P,1,1482.2116923332214,UCZEY,Nottingham,New York,Canada,National Pumpkin Festival,1537 G,1343 X,393,1274,14,Big Moose,672.3193659488105,heavy
2415-P,13,1473.6646659662947,ECLNX,Chicago,Texas,USA,Regional Pumpkin Festival,1583 Q,1970 K,415,1447,0,Rouge Vif d'Etampes,668.4425031649836,heavy
2631-P,14,1462.0016155168414,WUWOB,Paris,California,Canada,Local Pumpkin Festival,1711 J,1006 X,394,1268,15,Marina di Chioggia,663.1522367855151,heavy
2077-P,3,1442.5409799385816,UMWOE,Paris,California,Canada,Regional Pumpkin Festival,1185 A,1742 W,413,1480,1,Marina di Chioggia,654.3250481723011,heavy
2244-P,88,1442.2556276479736,EIVQC,Houston,California,Canada,National Pumpkin Festival,1938 V,1048 H,413,1421,5,Rouge Vif d'Etampes,654.1956146560997,heavy
2148-P,57,1441.9212774150074,DSNPG,Paris,California,USA,Local Pumpkin Festival,1075 S,1561 T,417,1534,-6,Rouge Vif d'Etampes,654.043956065228,heavy
2565-P,100,1433.6709624724465,PIPHB,Paris,California,USA,Local Pumpkin Festival,1107 M,1071 S,416,1448,-5,Marina di Chioggia,650.3016792098019,heavy
2938-P,23,1436.5754117768258,ILLDI,Chicago,Florida,USA,National Pumpkin Festival,1752 V,1000 P,431,1581,-6,Rouge Vif d'Etampes,651.619114178674,heavy
2056-P,53,1441.9116150196642,NELYG,Houston,Texas,Canada,Local Pumpkin Festival,1665 Q,1079 V,403,1375,5,Rouge Vif d'Etampes,654.0395732799996,heavy
2064-P,49,1429.1439310731366,KVLFG,Nottingham,California,Canada,Local Pumpkin Festival,1404 W,1745 W,396,1286,8,Baby Bear,648.2482539833262,heavy
2935-P,30,1408.8998517412692,PZWCS,Paris,New York,Canada,National Pumpkin Festival,1157 U,1182 W,400,1326,8,Big Moose,639.0657015510258,heavy
2875-P,56,1412.228318833746,RQQDL,Nottingham,Florida,USA,Local Pumpkin Festival,1763 G,1923 S,400,1377,-1,Baby Bear,640.5754675964365,heavy
2914-P,55,1422.2250917879865,QCDAR,Houston,New York,USA,Local Pumpkin Festival,1936 I,1756 W,403,1376,-1,Baby Bear,645.1099238342963,heavy
2677-P,47,1401.258459052071,TPVMD,Houston,New York,Canada,Local Pumpkin Festival,1695 H,1681 V,403,1353,6,Big Moose,635.599626958347,heavy
2852-P,96,1410.3255261521786,TPCKG,Paris,California,Canada,Regional Pumpkin Festival,1608 U,1370 T,402,1379,3,Marina di Chioggia,639.712376058419,heavy
2815-P,17,1412.6041198335588,GOBTZ,Chicago,Texas,Canada,Regional Pumpkin Festival,1245 X,1343 K,396,1343,2,Big Moose,640.7459279235436,heavy
2344-P,62,1398.718702563085,VLWMV,Paris,New York,Canada,Local Pumpkin Festival,1100 R,1231 A,398,1317,3,Big Moose,634.4476137329948,heavy
2230-P,99,1396.552684430033,ZLYMH,New York,California,USA,National Pumpkin Festival,1112 N,1382 P,405,1356,0,Marina di Chioggia,633.4651252359876,heavy
2114-P,19,1391.244825792499,SZIBJ,Chicago,California,Canada,Regional Pumpkin Festival,1662 K,1522 K,400,1318,4,Baby Bear,631.0575230208711,heavy
2325-P,33,1376.8942487491297,JNOMP,Houston,California,Canada,Local Pumpkin Festival,1783 D,1730 T,409,1439,-8,Baby Bear,624.5482160786153,heavy
2180-P,32,1376.157688238658,MTOGS,Houston,California,USA,National Pumpkin Festival,1511 P,1800 B,390,1311,3,Marina di Chioggia,624.2141181235494,heavy
2718-P,4,1387.0655261343345,QMEAR,New York,California,USA,National Pumpkin Festival,1465 M,1212 D,419,1481,-10,Marina di Chioggia,629.161826130325,heavy
2837-P,43,1378.486352911219,OMXMT,Los Angeles,New York,USA,Regional Pumpkin Festival,1057 V,1859 M,401,1403,1,Baby Bear,625.2703817897057,heavy
2622-P,68,1377.6176654830574,PXVIF,New York,Texas,USA,National Pumpkin Festival,1458 J,1808 Y,393,1309,0,Rouge Vif d'Etampes,624.876352121791,heavy
2143-P,66,1359.833166487515,VYDTS,New York,New York,Canada,National Pumpkin Festival,1517 Y,1431 K,394,1300,0,Big Moose,616.8094456534049,heavy
2366-P,37,1371.5417996151373,IBWPW,Chicago,California,Canada,Regional Pumpkin Festival,1935 S,1055 U,388,1272,6,Rouge Vif d'Etampes,622.1203879710293,heavy
2662-P,68,1342.3746423572302,XQZOQ,Chicago,New York,Canada,Regional Pumpkin Festival,1713 S,1700 W,394,1318,-2,Baby Bear,608.8903987761007,heavy
2822-P,44,1338.9344902448356,NIWCT,Houston,Florida,Canada,National Pumpkin Festival,1775 T,1948 W,392,1328,-1,Marina di Chioggia,607.3299732991354,heavy
2674-P,60,1344.0872102282942,VXSER,Nottingham,California,Canada,Local Pumpkin Festival,1902 A,1063 C,192,166,686,Baby Bear,609.6672058618724,heavy
2738-P,80,1334.524852173403,BAEKE,Nottingham,California,Canada,National Pumpkin Festival,1232 D,1090 T,384,1237,7,Rouge Vif d'Etampes,605.3297967470381,heavy
2782-P,90,1319.400895842351,BUWPV,Los Angeles,Texas,USA,National Pumpkin Festival,1397 V,1292 Z,401,1392,0,Big Moose,598.4696911469237,heavy
2731-P,50,1313.3497816333547,AEVHK,Chicago,California,Canada,Regional Pumpkin Festival,1791 F,1101 C,382,1208,11,Big Moose,595.7249541506367,heavy
2751-P,98,1310.323199722916,COFGH,Nottingham,Texas,USA,Regional Pumpkin Festival,1077 P,1180 M,394,1268,8,Big Moose,594.3521208087169,heavy
2283-P,84,1318.6261065363883,AVLUA,Houston,California,USA,National Pumpkin Festival,1293 Y,1548 T,5,0,0,Rouge Vif d'Etampes,598.1182529160534,heavy
2272-P,24,1322.2956181019545,EPLVX,Paris,California,Canada,National Pumpkin Festival,1332 N,1955 I,411,1404,-12,Rouge Vif d'Etampes,599.7827140061017,heavy
2613-P,22,1313.8150028148666,FBMNX,Chicago,New York,USA,Local Pumpkin Festival,1159 E,1550 P,398,1349,-7,Big Moose,595.935974756801,heavy
2173-P,35,1303.503982217051,CRQNV,Paris,Texas,Canada,Local Pumpkin Festival,1371 S,1067 P,400,1364,0,Marina di Chioggia,591.2589783017967,heavy
2822-P,62,1299.077119456604,FGJBG,Houston,Texas,USA,Regional Pumpkin Festival,1558 Q,1397 C,380,1183,15,Marina di Chioggia,589.2509887685599,heavy
2956-P,40,1308.0499484138563,FUJKS,New York,Florida,USA,Local Pumpkin Festival,1615 R,1156 J,400,1386,-5,Marina di Chioggia,593.3209922009379,heavy
2363-P,7,1299.40249772463,DQQZT,Chicago,New York,Canada,Regional Pumpkin Festival,1749 L,1678 B,395,1317,-1,Big Moose,589.3985777479103,heavy
2011-P,69,1298.0356356900186,RRIPZ,Houston,Texas,Canada,Local Pumpkin Festival,1164 Z,1191 Z,395,1291,-1,Rouge Vif d'Etampes,588.7785800639069,heavy
2497-P,81,1295.714031134732,DEXLN,Houston,Texas,Canada,Local Pumpkin Festival,1149 A,1562 Z,400,1360,-7,Marina di Chioggia,587.7255188104654,heavy
